"yy1","age","income","checking","saving","stocks","bond","vehic","houses","nnresre","late","late60","mrthel","install","edn_inst","veh_inst","housecl","own","noccbal","credit_score"
2196,57,195861,10000,0,145000,0,16000,560000,0,"0","0",0,0,0,0,1,1,1,780
2197,31,64855,1000,1000,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,701
2198,44,189160,0,0,0,0,65720,135000,0,"0","0",0,3680,0,3680,1,1,0,831
2199,40,210778,49278,20000,0,0,44580,150000,0,"0","0",70000,106600,90600,16000,1,1,0,766
2200,41,86473,1000,42000,0,0,26200,90000,0,"0","0",44000,0,0,0,1,1,1,710
2201,38,28104,0,0,0,0,8500,0,0,"0","0",0,12000,0,12000,2,1,1,748
2202,49,25293,1334,0,0,0,28600,0,0,"0","0",0,0,0,0,2,1,1,752
2203,52,90148,1000,0,0,0,7460,0,0,"1","1",0,0,0,0,2,1,0,698
2204,35,65936,0,0,0,0,4000,0,0,"1","0",0,28420,28000,0,2,1,0,692
2205,31,111982,7500,0,0,0,89000,85000,0,"0","0",52000,21600,0,21000,1,1,0,791
2206,67,95985,3700,13500,3e+05,0,36400,2e+05,0,"0","0",87000,16000,0,16000,1,1,1,712
2207,56,2162,4000,0,0,0,0,104800,0,"0","0",0,0,0,0,1,0,1,657
2208,38,312384,25000,0,180000,0,24000,380000,0,"0","0",79000,0,0,0,1,1,0,827
2209,40,29185,0,0,0,0,11400,0,0,"1","1",0,4868,0,4868,2,1,1,659
2210,38,176405,0,0,0,0,63800,828600,0,"0","0",250000,840,0,0,1,1,1,694
2211,64,4187452,166200,0,3054000,105800,247800,9564000,0,"0","0",5322000,0,0,0,1,1,1,600
2212,57,111550,100,0,0,0,36000,180000,0,"1","1",12000,10400,0,10400,1,1,0,663
2213,50,52965,5500,0,0,0,3200,0,0,"1","0",0,9520,0,0,2,1,0,697
2214,59,412908,0,0,80000,0,41500,1724000,0,"0","0",0,0,0,0,1,1,1,900
2215,88,20537,200,0,0,0,6880,159600,0,"1","1",80000,0,0,0,1,1,1,537
2216,39,32427,0,0,0,0,36000,0,0,"1","0",0,55000,35000,20000,2,1,0,686
2217,32,185701,43600,40000,0,0,41200,630000,0,"0","0",4e+05,5240,3000,2240,1,1,0,740
2218,41,97498,0,0,0,0,125800,825000,0,"1","0",615200,76876,9000,44800,1,1,0,512
2219,40,196726,18600,1000,0,0,83000,435000,0,"1","0",366000,176600,24500,77400,1,1,1,429
2220,74,175475,2e+05,0,0,0,60260,170000,0,"0","0",0,0,0,0,1,1,1,767
2221,74,56207,2200,0,0,0,11600,150000,0,"0","0",0,0,0,0,1,1,0,815
2222,67,6094181,494000,0,0,0,146760,2614000,0,"0","0",0,0,0,0,1,1,1,725
2223,57,3629702,153452,0,2e+06,0,507600,1558000,0,"0","0",563600,113800,42400,71400,1,1,1,600
2224,61,2107778,205000,25074,0,0,21060,1800000,7e+05,"0","0",0,0,0,0,1,1,1,900
2225,45,553643,13136,4900,0,0,41140,1200000,0,"0","0",5e+05,0,0,0,1,1,1,647
2226,67,131439,12680,50000,0,0,45080,280000,0,"0","0",0,0,0,0,1,1,1,728
2227,79,670165,62000,0,6e+06,0,45640,4e+05,9264000,"0","0",0,0,0,0,1,1,1,900
2228,43,54046,1200,0,0,0,11000,0,0,"1","1",0,20000,0,0,2,1,0,690
2229,74,15565,2270,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
2230,60,108091,824,54512,0,0,34400,180000,0,"0","0",0,44200,0,0,1,1,1,712
2231,57,118900,16000,2e+05,30000,0,226800,8e+05,3e+05,"0","0",0,50600,0,50600,1,1,1,846
2232,57,14484,8,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
2233,71,1005464,0,0,2356000,1.4e+07,36000,6e+05,0,"0","0",0,0,0,0,1,1,1,900
2234,43,118900,800,0,0,0,8220,227800,0,"0","0",170000,6000,6000,0,1,1,0,768
2235,60,84311,1600,3000,0,0,100800,240000,0,"0","0",120000,39798,0,39798,1,1,0,773
2236,25,41291,1500,5000,15460,0,9600,0,0,"0","0",0,27000,27000,0,2,1,1,748
2237,35,65071,200,10200,0,0,15400,0,0,"1","0",0,70000,64000,6000,2,1,1,583
2238,52,113496,9100,0,0,0,9960,850000,0,"0","0",733000,10000,0,0,1,1,0,646
2239,27,124305,2500,7500,0,0,33280,350000,0,"0","0",250000,23340,6000,14400,1,1,0,748
2240,34,183193,36200,0,0,0,22200,0,0,"0","0",0,438200,430000,8200,2,1,1,628
2241,43,62693,1500,7000,0,0,0,130000,0,"0","0",119000,0,0,0,1,0,0,722
2242,38,63125,2600,9400,0,0,47200,0,0,"0","0",0,49350,18000,31000,2,1,0,839
2243,58,72637,15870,0,0,0,107960,650000,0,"0","0",0,0,0,0,1,1,1,756
2244,58,462630,12000,0,22000,0,121000,1900000,0,"0","0",873000,38400,0,38400,1,0,0,650
2245,36,33724,0,0,0,0,6340,0,0,"0","0",0,0,0,0,2,1,0,851
2246,51,30266,9230,0,0,0,86580,3e+05,0,"0","0",0,0,0,0,1,1,0,836
2248,49,82149,18800,0,2000,0,7120,0,0,"0","0",0,0,0,0,2,1,1,755
2249,89,17943,11000,0,45200,0,0,0,0,"0","0",0,0,0,0,2,0,0,703
2250,58,748856,1e+05,0,6e+05,0,47800,2e+06,0,"0","0",0,0,0,0,1,1,1,900
2252,34,108091,22000,0,0,0,0,0,0,"1","0",0,0,0,0,2,0,1,609
2253,40,63774,1600,2000,0,0,25520,0,0,"1","0",0,8308,0,8000,2,1,0,700
2254,76,10809,1000,4000,0,0,12600,1e+05,0,"0","0",0,0,0,0,1,1,1,708
2255,62,97066,150000,150000,0,0,0,9e+05,5e+05,"0","0",0,0,0,0,1,0,1,752
2256,51,3247059,400412,5e+05,2e+05,0,106600,2300000,0,"0","0",650000,7500,7500,0,1,1,1,600
2257,76,244286,458800,320000,4e+06,821840,126400,3e+06,0,"0","0",0,43000,0,43000,1,1,1,887
2258,63,33508,150,0,0,0,7640,480000,0,"1","1",115000,6000,0,0,1,1,0,646
2259,56,12971,5000,0,0,0,0,65000,0,"0","0",0,0,0,0,1,0,1,655
2260,55,1643,20000,0,0,0,10000,0,0,"0","0",0,0,0,0,2,1,1,752
2261,70,59018,16000,0,0,0,44420,178000,0,"0","0",105600,18000,0,18000,1,1,1,713
2262,51,70259,52200,2000,0,0,16560,288000,0,"0","0",136200,158,0,0,1,1,0,773
2263,75,302871,1183000,0,0,0,84400,7e+05,5e+05,"0","0",0,22920,0,22920,1,1,1,891
2264,65,3612407,0,210000,4e+06,1e+06,55800,1800000,0,"0","0",0,0,0,0,1,1,1,900
2265,51,313464,4000,0,10000,0,61600,775000,0,"0","0",204000,24000,0,24000,1,1,0,785
2266,66,675354,15000,0,336000,0,134000,1368000,0,"0","0",403000,67000,0,67000,1,1,1,684
2267,78,51884,190,0,0,0,28000,175000,0,"0","0",0,0,0,0,1,1,1,714
2268,68,21402,9000,9000,0,0,0,912200,0,"0","0",112400,0,0,0,1,0,0,775
2269,52,111334,4480,0,0,0,37400,0,24000,"0","0",0,35000,0,35000,2,1,0,846
2270,35,17727,0,3254,0,0,5900,2e+05,0,"1","1",55000,0,0,0,1,1,1,548
2271,53,9512,0,0,0,0,4500,0,0,"0","0",0,1108,1108,0,2,1,1,750
2272,39,16214,500,0,0,0,7800,0,0,"0","0",0,0,0,0,2,1,1,751
2273,59,6485471,68690,245338,3457200,6669606,154300,5274000,4100000,"0","0",0,0,0,0,1,1,1,900
2274,81,294008,35200,97000,1672000,0,42100,4e+06,0,"0","0",2078000,0,0,0,1,1,1,600
2275,30,109604,4490,24970,0,0,48400,0,0,"0","0",0,28200,1200,27000,2,1,0,839
2276,28,187646,784,18040,10000,0,22200,0,0,"0","0",0,103128,1e+05,0,2,1,0,821
2277,49,65936,500,0,0,0,16400,0,0,"0","0",0,20692,20000,692,2,1,0,853
2278,66,50587,5000,0,0,0,13400,3e+05,0,"0","0",50000,20000,20000,0,1,1,0,799
2279,47,151328,20000,0,80000,0,73000,8e+05,0,"0","0",298000,26900,0,26600,1,1,0,776
2280,62,64855,3400,500,0,0,44320,350000,0,"0","0",285000,41900,20000,21000,1,1,0,728
2281,38,45398,3000,0,0,0,11400,0,0,"1","0",0,0,0,0,2,1,1,618
2282,75,30266,3120,0,0,0,0,2e+05,0,"0","0",0,0,0,0,1,0,0,763
2283,44,203644,1660,0,0,0,22520,0,0,"0","0",0,9820,0,9820,2,1,0,879
2284,52,119827723,6646000,0,84590000,17592000,229800,12278000,0,"0","0",0,0,0,0,1,1,1,900
2285,52,7674,800,400,0,0,15500,0,0,"0","0",0,0,0,0,2,1,0,851
2286,72,11241,1500,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
2287,64,130790,4000,0,0,0,92740,460000,0,"0","0",430000,40700,0,34800,1,1,0,720
2288,48,16646,5000,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,701
2291,21,22915,8,0,0,0,27000,0,0,"0","0",0,25210,0,25200,2,1,1,744
2292,69,86689,11000,19000,0,0,96100,2e+05,0,"0","0",0,0,0,0,1,1,1,767
2293,45,168622,1922,0,0,0,71000,468000,0,"1","1",129000,54400,16000,13400,1,1,0,615
2294,77,65719,2900,800,30000,0,16400,250000,0,"0","0",153000,0,0,0,1,1,0,790
2295,68,26590,14000,70000,0,0,84240,185000,0,"0","0",2000,23740,0,18000,1,1,1,731
2296,31,143545,12000,25000,1e+05,0,33200,0,0,"0","0",0,73400,63000,10400,2,1,0,860
2297,35,65936,7,0,0,0,21400,0,0,"0","0",0,10600,0,10600,2,1,1,748
2298,48,26158,162,0,0,0,11700,0,0,"0","0",0,75400,75400,0,2,1,0,828
2299,31,28536,2500,7,0,0,21000,0,0,"1","1",0,72100,48000,14000,2,1,1,578
2300,22,31346,1000,1500,12,0,34000,0,0,"0","0",0,23400,0,23400,2,1,0,846
2301,58,1846197,65000,10000,2e+06,0,175800,1800000,375000,"0","0",399000,0,0,0,1,1,1,600
2302,77,46739,2000,600,4200,0,10800,2e+05,0,"0","0",0,0,0,0,1,1,0,845
2303,76,385453,25000,0,0,0,84600,0,0,"0","0",0,10000,0,10000,2,1,1,947
2304,68,189808,6500,20500,141000,0,33000,650000,0,"1","0",271000,0,0,0,1,1,0,700
2305,68,45398,800,41000,0,0,29800,0,0,"0","0",0,0,0,0,2,1,1,759
2306,63,199969,50000,82000,27000,0,50600,1200000,0,"0","0",0,0,0,0,1,1,1,856
2307,44,129709,3000,50000,0,0,41120,5e+05,0,"0","0",348000,6900,0,6900,1,1,1,636
2308,49,189160,0,40000,0,0,46000,260000,0,"0","0",110000,29000,0,29000,1,1,0,790
2309,63,73286,38320,400,0,0,33500,170000,0,"0","0",0,0,0,0,1,1,1,836
2311,33,151328,700,1000,0,0,48800,0,0,"0","0",0,16980,0,16980,2,1,0,847
2312,61,298980,18000,0,0,0,10880,1500000,0,"0","0",0,0,0,0,1,1,1,900
2313,56,229153,29760,20000,0,0,50966,3e+05,0,"0","0",125000,13200,0,13200,1,1,0,858
2314,72,20537,2120,0,0,0,20400,0,0,"0","0",0,0,0,0,2,1,1,772
2315,67,143329,17000,12800,0,0,27800,1e+06,0,"0","0",480000,0,0,0,1,1,1,650
2316,52,15781,1000,0,0,0,3080,0,0,"0","0",0,40474,40000,0,2,1,1,738
2317,78,4717099,1869600,787800,0,0,80940,11248000,1960000,"0","0",0,0,0,0,1,1,1,900
2318,30,108524,28000,0,30000,0,0,0,0,"0","0",0,0,0,0,2,0,1,714
2319,51,44750,1250,900,0,0,7900,0,0,"0","0",0,0,0,0,2,1,0,851
2320,61,42156,0,600,0,0,38780,68800,0,"0","0",60400,41400,0,41400,1,1,0,775
2321,69,21186,0,0,0,0,12760,750000,0,"0","0",40000,0,0,0,1,1,1,741
2322,75,383724,20000,25000,5e+05,0,0,9e+05,0,"0","0",450000,36000,0,0,1,0,0,681
2323,65,248610,14000,42000,120000,0,65700,260000,0,"0","0",0,24000,0,24000,1,1,1,761
2324,65,40426,2800,0,0,0,6080,65000,0,"0","0",0,0,0,0,1,1,0,805
2325,69,84527,17200,19400,0,0,22640,319200,0,"0","0",259000,61600,50000,11600,1,1,0,730
2326,32,135114,47000,32000,0,0,47600,650000,0,"0","0",320000,9000,0,9000,1,1,1,660
2327,60,71556,4120,0,0,0,41580,10000,0,"0","0",0,16600,0,16600,1,1,0,802
2328,51,3243,26,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
2329,52,119549,15000,136800,33200,0,16600,2e+05,0,"0","0",0,0,0,0,1,1,1,790
2330,57,15133,1500,0,0,0,6660,0,0,"0","0",0,74500,0,4500,2,1,1,729
2331,89,2793076,935000,0,1e+06,0,49780,7e+06,0,"0","0",0,0,0,0,1,1,1,877
2332,64,4961385,101000,150750,1250000,150000,152400,1500000,0,"0","0",0,0,0,0,1,1,1,900
2333,57,273255,30416,51730,766600,0,187820,0,0,"0","0",0,9142,0,9142,2,1,1,947
2334,35,226991,5200,77000,420,0,90600,375000,0,"0","0",3e+05,41400,0,41400,1,1,1,658
2335,47,275849,6000,10000,0,0,24000,750000,0,"0","0",530000,0,0,0,1,1,0,690
2336,40,97282,3000,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,0,800
2337,51,196942,3000,0,0,0,45800,385000,0,"1","0",170000,21000,0,21000,1,1,0,625
2338,40,79555,7140,0,0,0,42200,0,0,"0","0",0,23800,0,23800,2,1,1,746
2339,52,158894,83900,75500,0,0,132000,70000,0,"0","0",16000,37000,0,37000,1,1,0,818
2340,67,15349,600,140,0,0,0,350000,0,"0","0",150000,2850,0,0,1,0,0,727
2341,67,115874,8000,0,4000,0,69460,225000,0,"0","0",0,15000,0,15000,1,1,1,746
2343,46,1312227,110000,340200,68000,0,113600,2800000,0,"0","0",0,0,0,0,1,1,1,900
2344,73,54694,3246,300,0,0,85620,4e+05,0,"0","0",0,30520,0,30520,1,1,1,736
2345,25,25510,2520,0,0,0,35400,0,0,"0","0",0,35400,0,35400,2,1,1,742
2346,69,672111,10000,20000,0,0,59532,350000,150000,"0","0",0,0,0,0,1,1,1,900
2347,60,67241363,657000,511000,0,0,2688000,2062000,105200,"0","0",0,0,0,0,1,1,1,900
2348,73,55127,500,500,0,0,0,450000,0,"0","0",0,0,0,0,1,0,1,680
2349,79,2826584,2650000,0,1.2e+07,0,160200,3500000,6e+06,"0","0",679000,0,0,0,1,1,1,696
2350,45,121711,500,0,0,0,59740,140000,0,"1","0",103800,38000,0,38000,1,1,0,616
2351,47,30049,0,0,0,0,12800,250000,0,"0","0",89000,0,0,0,1,1,0,790
2352,54,70908,1536,0,866,0,76120,0,0,"0","0",0,60300,8000,50800,2,1,0,834
2353,35,82365,1300,30,0,0,65400,48000,0,"0","0",19200,0,0,0,1,1,0,824
2354,53,92310,552,5214,0,0,13920,0,0,"1","1",0,0,0,0,2,1,0,734
2355,56,1794314,2224600,0,0,1e+05,656600,2e+06,335000,"0","0",0,0,0,0,1,1,1,900
2356,29,89716,1300,0,0,0,57000,0,0,"0","0",0,50830,0,50800,2,1,0,838
2357,41,486410,60000,10000,3000,0,155200,1750000,0,"0","0",450000,0,0,0,1,1,1,741
2358,44,70259,1710,2890,0,0,23100,65000,0,"1","0",35000,24800,0,24800,1,1,0,635
2359,66,209913,4740,1488,0,0,41100,0,0,"0","0",0,23800,0,22000,2,1,1,750
2360,63,909263,20000,715000,0,0,52000,3700000,0,"0","0",0,0,0,0,1,1,1,900
2361,52,77826,2908,0,0,0,35600,480000,0,"1","0",283000,50400,40200,10200,1,1,0,583
2362,56,21402,2000,500,0,0,38120,0,0,"0","0",0,0,0,0,2,1,0,852
2363,37,105497,1,1,0,0,39400,0,0,"1","0",0,41658,0,41200,2,1,0,690
2364,47,237801,37400,0,0,0,31200,1e+06,0,"0","0",7e+05,16180,0,10200,1,1,0,719
2365,71,129493,10500,0,0,0,69800,7e+05,0,"0","0",181400,16000,0,16000,1,1,1,693
2366,71,65936,10086,0,0,0,49440,375000,0,"0","0",0,0,0,0,1,1,1,782
2367,36,616336,195000,0,9004000,20828000,1857600,15532000,0,"0","0",8316000,191000,0,191000,1,1,1,600
2368,71,33941,500,0,0,0,5580,0,0,"1","1",0,5000,0,0,2,1,1,599
2369,67,23780,2202,486,0,0,29600,26000,2e+05,"0","0",0,0,0,0,1,1,1,717
2370,40,75664,600,0,0,0,29700,240000,0,"0","0",111800,0,0,0,1,1,0,784
2371,43,73502,32,0,0,0,75720,0,0,"1","0",0,51444,0,35400,2,1,0,688
2372,34,71124,5740,0,0,0,74200,0,0,"0","0",0,0,0,0,2,1,1,755
2373,51,493761,20000,5500,143400,0,0,0,0,"0","0",0,200,0,0,2,0,1,760
2374,40,129709,10000,25000,0,0,46500,250000,0,"0","0",114800,22000,0,22000,1,1,1,698
2375,32,247313,121500,60000,0,0,54240,750000,0,"0","0",455000,0,0,0,1,1,1,643
2376,38,47560,3740,2000,3400,0,11600,0,0,"0","0",0,880,0,880,2,1,0,850
2377,79,94601,1240,0,0,0,18000,5e+05,0,"1","0",0,0,0,0,1,1,0,717
2378,60,449876,4000,67280,0,0,74900,811200,0,"0","0",283200,0,0,0,1,1,1,796
2379,54,152409,800,17000,0,0,22560,6e+05,0,"0","0",188000,0,0,0,1,1,0,801
2380,62,162137,666,0,0,0,126248,274200,0,"0","0",0,0,0,0,1,1,1,857
2381,74,103984,3000,0,100,0,22440,140000,0,"0","0",60000,184,0,0,1,1,0,804
2382,92,50479,4500,72600,0,0,7020,9e+05,0,"0","0",0,0,0,0,1,1,1,784
2383,77,51884,1300,0,0,0,16200,280000,0,"0","0",28000,1000,0,0,1,1,0,810
2384,69,85392,8580,20,0,0,31200,225000,0,"1","0",95000,39976,20400,19200,1,1,0,586
2385,82,9690158,51700,0,31312000,0,47400,4484000,0,"0","0",0,0,0,0,1,1,1,900
2386,51,196510,15400,1e+05,0,0,55000,1700000,0,"0","0",5e+05,0,0,0,1,1,1,691
2387,51,151328,5000,0,0,0,55800,345000,0,"0","0",217000,15000,6000,9000,1,1,1,664
2388,38,127548,1000,8014,0,0,38500,320000,0,"0","0",312000,52600,16000,17400,1,1,0,715
2389,68,3266516,230000,0,1e+05,0,51200,1200000,0,"0","0",0,0,0,0,1,1,1,900
2390,63,1772695,1e+05,0,2e+06,0,0,3300000,6e+05,"0","0",467000,0,0,0,1,0,1,710
2391,43,188079,0,0,1300000,0,29800,9e+05,0,"0","0",0,0,0,0,1,1,1,900
2392,38,35670,0,0,0,0,23080,0,0,"0","0",0,0,0,0,2,1,1,752
2393,69,500678,0,0,166800,0,90200,876400,813000,"0","0",0,0,0,0,1,1,1,900
2394,63,128629,74500,168000,0,0,46400,409000,0,"0","0",52000,0,0,0,1,1,1,759
2395,81,173594,29158,0,8e+05,0,464100,1300000,6500000,"0","0",0,0,0,0,1,1,1,630
2396,52,162137,1560,12800,0,0,102800,485000,0,"0","0",194200,44800,0,44800,1,1,1,693
2398,78,15133,600,0,0,0,0,70000,0,"0","0",0,0,0,0,1,0,1,655
2399,76,21186,1500,1500,0,0,6300,250000,0,"0","0",0,4176,0,0,1,1,0,815
2400,73,41939,2000,0,0,0,26700,1e+05,0,"0","0",0,11600,0,11600,1,1,1,714
2401,64,142680,20000,20000,2e+06,0,150800,1e+06,0,"0","0",0,72000,0,72000,1,1,1,878
2402,76,42588,3000,133000,0,0,44200,170000,0,"0","0",0,0,0,0,1,1,1,724
2403,55,239746,8000,67000,0,0,36000,380000,0,"0","0",83000,0,0,0,1,1,1,858
2404,33,86473,1700,0,0,0,8380,30000,0,"0","0",3000,0,0,0,1,1,1,702
2405,57,131439,4200,2700,0,0,69400,2e+05,0,"0","0",75000,38800,0,38800,1,1,0,788
2406,70,46695,12000,0,0,0,11270,554200,0,"0","0",0,0,0,0,1,1,1,738
2407,37,124953,2200,55000,0,0,104200,5e+05,0,"0","0",1e+05,10000,10000,0,1,1,1,725
2408,67,3718,280,0,0,0,0,30000,0,"0","0",0,0,0,0,1,0,1,652
2409,46,113496,7570,27748,0,0,35880,0,0,"0","0",0,10000,0,10000,2,1,0,852
2410,42,717725,36900,33000,2472000,0,43080,1072000,0,"0","0",996800,0,0,0,1,1,0,700
2411,85,15781,1400,0,0,0,5000,0,0,"0","0",0,0,0,0,2,1,1,751
2412,50,119981,2000,5000,0,0,30800,140000,0,"0","0",108000,82000,82000,0,1,1,0,755
2413,79,46047,1000,10000,0,0,0,0,0,"0","0",0,0,0,0,2,0,0,797
2414,61,125386,87600,0,0,0,75200,345000,0,"0","0",0,0,0,0,1,1,1,741
2415,56,121062,100,0,0,0,44180,3e+05,0,"0","0",68000,8960,0,8960,1,1,0,799
2416,50,105281,1500,14000,0,0,16800,6e+05,0,"0","0",113800,13000,0,13000,1,1,1,706
2417,21,15997,10120,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,0,800
2418,43,355620,10240,3e+05,2e+05,0,56400,950000,0,"0","0",2e+05,0,0,0,1,1,1,774
2419,25,43236,1018,0,0,0,9640,680000,0,"0","0",260000,0,0,0,1,1,1,668
2420,58,1100368,0,0,1424000,0,357800,9e+06,0,"0","0",2500000,0,0,0,1,1,1,600
2421,74,17295,0,0,0,0,6620,0,0,"0","0",0,0,0,0,2,1,1,750
2422,60,811549,0,300100,0,0,156540,1200000,0,"0","0",0,0,0,0,1,1,1,900
2423,80,34589,950,10000,0,0,13058,6e+05,0,"0","0",0,126,0,0,1,1,1,718
2424,61,1770534,15400,447000,5218000,0,93200,850000,0,"0","0",0,34800,0,0,1,1,1,746
2425,42,198672,2200,1780,0,0,66600,320000,0,"0","0",142200,19360,0,19360,1,1,0,835
2426,27,243205,5960,16200,14400,0,24200,5e+05,0,"0","0",314000,24600,24600,0,1,1,1,640
2427,37,502624,245000,56400,449000,61400,99000,950000,0,"0","0",544000,10600,0,10600,1,1,1,734
2428,68,93607,3000,7,0,0,33800,480000,0,"0","0",312000,20000,0,20000,1,1,1,677
2429,51,407936,5900,15000,159600,0,69000,3500000,0,"0","0",970000,164500,164500,0,1,1,0,700
2430,60,5726671,5000,0,1e+07,0,111614,1500000,3e+05,"0","0",0,0,0,0,1,1,1,900
2431,80,4494648,318000,250000,3e+06,578800,0,8e+05,0,"0","0",0,0,0,0,1,0,1,850
2432,67,16646,76,0,0,0,10000,17000,0,"0","0",0,0,0,0,1,1,1,702
2433,74,121062,1618,29966,8000,0,16400,720000,0,"0","0",0,0,0,0,1,1,1,880
2434,63,31346,1500,0,0,0,0,50000,0,"0","0",0,0,0,0,1,0,1,654
2436,47,621524,15300,125000,0,0,91320,1300000,0,"0","0",590000,475300,240000,10000,1,1,0,700
2437,66,127548,18920,55000,0,0,37220,50000,33660,"0","0",0,5500,0,5500,1,1,0,822
2439,64,61612,5000,7500,0,0,23000,165000,0,"0","0",92800,0,0,0,1,1,0,789
2440,29,53829,3000,4700,0,0,22680,0,0,"0","0",0,68700,60000,8700,2,1,0,829
2441,42,139221,16000,0,0,0,45000,0,0,"0","0",0,122080,79680,42400,2,1,0,818
2442,55,55343,101,0,0,0,31060,0,0,"1","1",0,0,0,0,2,1,0,702
2443,68,133168,178600,0,66400,0,50600,650000,0,"0","0",110000,0,0,0,1,1,1,777
2444,31,140519,354,0,0,0,33400,0,0,"1","1",0,24504,2500,18000,2,1,0,693
2445,65,29574,2000,0,0,0,26260,4e+05,0,"0","0",0,0,0,0,1,1,1,761
2446,63,108740,19440,0,0,0,21320,0,0,"0","0",0,5980,0,5380,2,1,0,849
2447,62,19456,0,200,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
2448,29,48641,600,550,0,0,0,0,0,"0","0",0,16260,16260,0,2,0,0,796
2450,83,53938,18200,16200,0,0,16600,3e+05,0,"0","0",0,0,0,0,1,1,1,725
2451,28,18376,2000,1200,0,0,0,0,0,"0","0",0,0,0,0,2,0,0,801
2452,43,281037,16420,0,62800,0,53000,350000,30000,"0","0",197000,0,0,0,1,1,1,680
2453,50,128196,3000,0,0,0,51000,240000,0,"0","0",137000,116000,116000,0,1,1,0,741
2454,59,20754,300,0,0,0,9140,75000,0,"0","0",0,0,0,0,1,1,1,706
2455,52,2226678,122808,250000,1e+06,0,128600,3e+06,2700000,"0","0",9e+05,0,0,0,1,1,1,630
2456,25,121278,4000,40000,5000,0,32140,0,0,"0","0",0,6000,6000,0,2,1,1,768
2457,70,15921831,1100,7100,81038000,41266000,498000,12454000,6840000,"0","0",0,0,0,0,1,1,1,900
2458,41,65936,666,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,0,800
2459,48,156732,3990,0,0,0,15440,980000,0,"0","0",427000,0,0,0,1,1,0,742
2460,58,1294932,161532,343200,5560,137680,0,5526000,0,"0","0",2286000,0,0,0,1,0,1,550
2461,54,192402,11000,65500,0,0,247400,8e+05,1800000,"0","0",430000,42400,0,42400,1,1,1,758
2462,68,34589,18000,0,58000,0,5860,415000,0,"0","0",0,0,0,0,1,1,1,788
2463,41,49722,47100,0,0,0,17300,0,0,"1","0",0,25400,0,25400,2,1,0,703
2464,33,180080,5138,2480,100,0,33960,297000,0,"0","0",219800,483706,465000,18200,1,1,0,598
2465,65,48641,800,21500,0,0,5220,150000,1500,"0","0",94000,0,0,0,1,1,0,784
2466,30,92742,2760,42720,0,0,27700,357000,0,"0","0",249200,40000,40000,0,1,1,0,741
2467,47,195861,7140,74898,0,0,56500,751600,0,"0","0",176400,0,0,0,1,1,1,746
2468,54,533538,147600,0,0,0,31400,650000,0,"0","0",0,11000,0,11000,1,1,1,865
2469,64,172946,9000,0,0,0,19360,2e+06,933200,"0","0",0,0,0,0,1,1,1,690
2471,53,127548,4860,0,0,0,36540,65800,0,"0","0",10000,0,0,0,1,1,1,706
2472,56,164299,14000,35000,0,0,97800,280000,0,"0","0",125000,30400,0,30400,1,1,1,853
2473,58,46912,1000,0,0,0,11320,310000,0,"0","0",28000,0,0,0,1,1,0,824
2474,23,9728,0,0,0,0,7240,0,0,"1","1",0,20000,20000,0,2,1,1,595
2475,32,29833,0,0,0,0,10600,0,0,"0","0",0,0,0,0,2,1,1,751
2476,50,151976,5540,0,0,0,44720,210000,0,"0","0",18000,123800,107500,16000,1,1,0,780
2477,58,5787202,90000,1e+06,3e+06,0,357140,3e+06,0,"0","0",0,0,0,0,1,1,1,900
2478,71,429122,31400,0,579200,0,273250,650000,0,"0","0",0,0,0,0,1,1,1,759
2479,60,220938,8500,18000,30000,0,92000,1e+06,0,"0","0",666000,65000,0,65000,1,1,0,700
2481,82,22483,238,0,0,0,8400,150000,0,"0","0",1000,0,0,0,1,1,0,810
2482,51,72421,2500,0,0,0,31780,350000,0,"1","0",2e+05,49540,40000,9540,1,1,1,501
2483,82,328381,2000,0,0,0,35200,8e+05,0,"0","0",0,0,0,0,1,1,1,838
2484,35,99876,3683,146,0,0,87200,225000,0,"0","0",127000,161660,90400,61760,1,1,0,734
2485,59,13368717,95200,0,957600,0,143600,1008000,0,"0","0",110600,0,0,0,1,1,1,867
2486,66,2168309,0,0,550000,0,882400,2500000,17400000,"0","0",0,0,0,0,1,1,1,900
2487,34,185917,4380,34200,0,0,33200,0,0,"0","0",0,14800,0,14800,2,1,1,750
2488,62,558831,297100,45000,0,0,97894,1500000,5350000,"0","0",640000,0,0,0,1,1,1,708
2489,35,79123,2284,0,0,0,7500,0,0,"0","0",0,83200,83200,0,2,0,1,676
2490,37,10744,0,0,0,0,14700,0,0,"0","0",0,0,0,0,2,1,0,821
2491,76,23132,58,0,0,0,8000,30000,0,"0","0",0,0,0,0,1,1,1,703
2492,77,179648,205000,15000,3e+06,0,27860,5e+05,0,"0","0",0,0,0,0,1,1,1,900
2493,44,56207,2000,0,0,0,34400,390000,0,"1","1",160000,33600,0,31600,1,1,0,620
